,tweet_id,favorites,retweet_count
86,667517642048163840,379,198
87,667524857454854144,1751,1167
88,667530908589760512,488,254
89,667534815156183040,844,561
90,667538891197542400,209,70
91,667544320556335104,895,549
92,667546741521195010,342,132
93,667549055577362432,5977,2393
94,667550882905632768,0,33
95,667550904950915073,0,35
96,667724302356258817,503,332
97,667728196545200128,384,158
98,667766675769573376,461,229
99,667773195014021121,240,59
100,667782464991965184,425,253
101,667793409583771648,719,343
102,667801013445750784,338,98
103,667806454573760512,1091,524
104,667832474953625600,294,65
105,667861340749471744,250,81
106,667866724293877760,3098,1083
107,667873844930215936,651,427
108,667878741721415682,402,124
109,667885044254572545,846,508
110,667886921285246976,1967,1149
111,667902449697558528,876,390
112,667911425562669056,511,318
113,667915453470232577,217,58
114,667924896115245057,309,117
115,667937095915278337,1317,838
116,668113020489474048,688,258
117,668142349051129856,580,302
118,668154635664932864,512,330
119,668171859951755264,509,202
120,668190681446379520,673,205
121,668204964695683073,570,204
122,668221241640230912,525,209
123,668226093875376128,316,110
124,668237644992782336,6438,2997
125,668248472370458624,1026,511
126,668256321989451776,1352,650
127,668268907921326080,573,251
128,668274247790391296,855,241
129,668286279830867968,523,143
130,668291999406125056,259,34
131,668297328638447616,643,313
132,668466899341221888,920,544
133,668480044826800133,478,155
134,668484198282485761,442,248
135,668496999348633600,426,139
136,668507509523615744,337,113
137,668528771708952576,484,237
138,668537837512433665,258,78
139,668542336805281792,484,226
140,668544745690562560,542,239
141,668567822092664832,255,61
142,668614819948453888,634,333
143,668620235289837568,216,46
144,668623201287675904,1505,826
145,668625577880875008,410,140
146,668627278264475648,332,122
147,668631377374486528,747,338
148,668633411083464705,2938,1742
149,668636665813057536,1083,510
150,668641109086707712,1121,563
151,668643542311546881,922,560
152,668645506898350081,934,573
153,668655139528511488,551,229
154,668779399630725120,730,396
155,668815180734689280,595,285
156,668826086256599040,456,147
157,668852170888998912,470,174
158,668872652652679168,548,313
159,668892474547511297,412,161
160,668902994700836864,330,106
161,668932921458302977,281,60
162,668955713004314625,294,74
163,668960084974809088,736,251
164,668975677807423489,1364,619
165,668979806671884288,826,373
166,668981893510119424,563,326
167,668986018524233728,574,177
168,668988183816871936,934,500
169,668989615043424256,709,345
170,668992363537309700,778,369
171,668994913074286592,458,247
172,669000397445533696,21667,6728
173,669006782128353280,597,264
174,669015743032369152,768,392
175,669037058363662336,683,328
176,669203728096960512,1046,503
177,669214165781868544,460,178
178,669216679721873412,938,407
179,669324657376567296,513,216
180,669327207240699904,599,121
181,669328503091937280,1049,440
182,669351434509529089,460,198
183,669353438988365824,670,269
184,669354382627049472,2813,1342
185,669359674819481600,381,131
186,669363888236994561,651,242
187,669367896104181761,475,166
188,669371483794317312,515,190
189,669375718304980992,1389,764
190,669393256313184256,378,81
191,669564461267722241,401,130
192,669567591774625800,243,60
193,669571471778410496,1647,1059
194,669573570759163904,450,152
195,669583744538451968,1547,988
196,669597912108789760,532,160
197,669603084620980224,984,391
198,669625907762618368,3677,1910
199,669661792646373376,838,463
200,669680153564442624,696,304
201,669682095984410625,367,140
202,669683899023405056,408,116
203,669749430875258880,283,68
204,669753178989142016,841,425
205,669923323644657664,245,61
206,669926384437997569,394,111
207,669942763794931712,528,179
208,669970042633789440,313,64
209,669972011175813120,461,171
210,669993076832759809,336,89
211,670003130994700288,344,97
212,670037189829525505,609,296
213,670040295598354432,782,117
214,670046952931721218,673,187
215,670055038660800512,695,350
216,670061506722140161,795,367
217,670069087419133954,659,260
218,670073503555706880,1626,838
219,670079681849372674,2319,1334
220,670086499208155136,725,267
221,670093938074779648,1078,357
222,670290420111441920,735,300
223,670303360680108032,442,143
224,670319130621435904,4007,1307
225,670338931251150849,443,118
226,670361874861563904,340,71
227,670374371102445568,767,286
228,670385711116361728,581,227
229,670403879788544000,449,168
230,670408998013820928,579,237
231,670411370698022913,2123,957
232,670417414769758208,589,341
233,670420569653809152,655,332
234,670421925039075328,1363,680
235,670427002554466305,537,174
236,670428280563085312,1443,674
237,670433248821026816,335,121
238,670434127938719744,1459,687
239,670435821946826752,1094,555
240,670442337873600512,676,206
241,670444955656130560,6972,2089
242,670449342516494336,1234,710
243,670452855871037440,568,220
244,670465786746662913,1010,587
245,670468609693655041,364,89
246,670474236058800128,1588,809
247,670668383499735048,11156,5346
248,670676092097810432,261,45
249,670679630144274432,778,307
250,670691627984359425,610,256
251,670704688707301377,791,391
252,670717338665226240,1264,526
253,670727704916926465,864,390
254,670733412878163972,995,537
255,670755717859713024,466,120
256,670764103623966721,1115,450
257,670778058496974848,340,76
258,670780561024270336,805,304
259,670782429121134593,1640,830
260,670783437142401025,850,419
261,670786190031921152,625,213
262,670789397210615808,689,254
263,670792680469889025,866,292
264,670797304698376195,756,248
265,670803562457407488,350,93
266,670804601705242624,2044,1003
267,670807719151067136,1189,519
268,670811965569282048,1172,284
269,670815497391357952,3306,1641
270,670822709593571328,633,102
271,670823764196741120,803,201
272,670826280409919488,5792,4313
273,670832455012716544,763,231
274,670833812859932673,463,132
275,670838202509447168,1158,736
276,670840546554966016,617,206
277,670842764863651840,25515,9292
278,670995969505435648,1150,308
279,671109016219725825,1189,463
280,671115716440031232,1404,816
281,671122204919246848,3636,2683
282,671134062904504320,776,204
283,671138694582165504,966,425
284,671141549288370177,1210,690
285,671147085991960577,698,241
286,671151324042559489,695,161
287,671154572044468225,746,229
288,671159727754231808,388,86
289,671163268581498880,1728,1172
290,671166507850801152,906,375
291,671182547775299584,1163,362
292,671186162933985280,767,227
293,671347597085433856,1010,460
294,671355857343524864,496,118
295,671357843010908160,416,155
296,671362598324076544,1164,310
297,671390180817915904,1470,781
298,671485057807351808,792,243
299,671486386088865792,606,216
300,671488513339211776,1049,495
301,671497587707535361,956,472
302,671504605491109889,7323,3741
303,671511350426865664,1678,770
304,671518598289059840,981,306
305,671520732782923777,1452,561
306,671528761649688577,874,272
307,671533943490011136,1068,610
308,671536543010570240,1224,433
309,671538301157904385,961,417
310,671542985629241344,1136,598
311,671544874165002241,2073,1109
312,671547767500775424,1408,632
313,671561002136281088,13378,7678
314,671729906628341761,8882,4627
315,671735591348891648,1499,791
316,671743150407421952,766,240
317,671744970634719232,1396,816
318,671763349865160704,1744,975
319,671768281401958400,1239,552
320,671789708968640512,7334,3689
321,671855973984772097,955,482
322,671866342182637568,1168,530
323,671874878652489728,1298,584
324,671879137494245376,1476,728
325,671882082306625538,3601,1453
326,671891728106971137,1376,594
327,671896809300709376,8790,4390
328,672068090318987265,1350,545
329,672082170312290304,978,387
330,672095186491711488,1034,387
331,672125275208069120,2501,1209
332,672139350159835138,1820,766
333,672160042234327040,905,381
334,672169685991993344,1057,393
335,672205392827572224,2346,1224
336,672222792075620352,813,224
337,672231046314901505,1914,1064
338,672239279297454080,926,335
339,672245253877968896,712,164
340,672248013293752320,1791,639
341,672254177670729728,1481,781
342,672256522047614977,2925,1651
343,672264251789176834,1190,363
344,672267570918129665,1555,645
345,672272411274932228,6710,3586
346,672466075045466113,1410,572
347,672475084225949696,1492,740
348,672481316919734272,739,128
349,672482722825261057,1177,640
350,672488522314567680,1155,465
351,672523490734551040,676,181
352,672538107540070400,1066,394
353,672591271085670400,756,198
354,672591762242805761,989,350
355,672594978741354496,1377,641
356,672604026190569472,1159,431
357,672609152938721280,1157,410
358,672614745925664768,1270,622
359,672622327801233409,1345,523
360,672640509974827008,1010,340
361,672828477930868736,1305,518
362,672834301050937345,1367,607
363,672877615439593473,1067,391
364,672884426393653248,1618,879
365,672898206762672129,923,445
366,672902681409806336,1419,533
367,672964561327235073,1477,680
368,672968025906282496,1368,583
369,672970152493887488,994,375
370,672975131468300288,1752,975
371,672980819271634944,1875,1052
372,672984142909456390,1296,573
373,672988786805112832,1011,305
374,672995267319328768,992,316
375,672997845381865473,2041,764
376,673148804208660480,1772,668
377,673213039743795200,2345,900
378,673240798075449344,1471,771
379,673270968295534593,1105,394
380,673295268553605120,7834,3374
381,673317986296586240,902,280
382,673320132811366400,14077,8452
383,673342308415348736,1317,630
384,673343217010679808,1010,283
385,673345638550134785,2622,1371
386,673350198937153538,762,223
387,673352124999274496,1718,575
388,673355879178194945,1550,625
389,673359818736984064,1516,711
390,673363615379013632,1063,330
391,673576835670777856,1439,596
392,673580926094458881,861,284
393,673583129559498752,1240,391
394,673612854080196609,1656,773
395,673636718965334016,1168,394
396,673656262056419329,746,258
397,673662677122719744,1301,384
398,673680198160809984,1427,499
399,673686845050527744,1504,465
400,673688752737402881,1316,524
401,673689733134946305,1816,689
402,673697980713705472,3962,2091
403,673700254269775872,1492,608
404,673705679337693185,1306,422
405,673707060090052608,1143,419
406,673708611235921920,1116,308
407,673709992831262724,886,296
408,673711475735838725,1083,317
409,673715861853720576,3697,2233
410,673887867907739649,973,267
411,673906403526995968,3324,1739
412,673919437611909120,1215,388
413,673956914389192708,2035,1031
414,674008982932058114,1251,376
415,674014384960745472,1637,693
416,674019345211760640,1180,322
417,674024893172875264,1868,1307
418,674036086168010753,878,233
419,674038233588723717,1147,436
420,674042553264685056,750,136
421,674045139690631169,1476,688
422,674051556661161984,1514,515
423,674053186244734976,3480,1398
424,674063288070742018,6649,2378
425,674075285688614912,1021,305
426,674082852460433408,784,181
427,674255168825880576,1531,600
428,674262580978937856,1356,488
429,674265582246694913,1709,900
430,674269164442398721,935,245
431,674271431610523648,1635,776
432,674291837063053312,15447,6325
433,674318007229923329,1478,551
434,674372068062928900,889,330
435,674394782723014656,1563,614
436,674410619106390016,1249,500
437,674416750885273600,711,149
438,674422304705744896,1491,567
439,674436901579923456,1166,420
440,674447403907457024,1110,382
441,674468880899788800,6503,2207
442,674632714662858753,1565,615
443,674638615994089473,1753,628
444,674644256330530816,1075,295
445,674646392044941312,1499,537
446,674664755118911488,963,271
447,674670581682434048,1692,699
448,674690135443775488,1199,499
449,674737130913071104,673,99
450,674739953134403584,1173,422
451,674743008475090944,1469,587
452,674752233200820224,1540,500
453,674754018082705410,1426,481
454,674764817387900928,825,258
455,674767892831932416,1922,858
456,674774481756377088,1181,513
457,674781762103414784,2100,1299
458,674788554665512960,844,223
459,674790488185167872,1152,271
460,674793399141146624,2632,1174
461,674800520222154752,3151,929
462,674805413498527744,906,380
463,674999807681908736,2363,1190
464,675003128568291329,1625,505
465,675006312288268288,1024,242
466,675015141583413248,2843,1290
467,675047298674663426,1111,354
468,675109292475830276,2927,1216
469,675111688094527488,1010,272
470,675113801096802304,2053,842
471,675135153782571009,1362,529
472,675145476954566656,2243,967
473,675146535592706048,1255,338
474,675147105808306176,994,260
475,675149409102012420,3931,1815
476,675153376133427200,6614,2807
477,675166823650848770,3804,1743
478,675334060156301312,2922,1389
479,675349384339542016,4140,2444
480,675354435921575936,34444,18483
481,675362609739206656,1102,250
482,675372240448454658,1798,545
483,675432746517426176,1597,613
484,675483430902214656,1942,1047
485,675489971617296384,1361,643
486,675497103322386432,3308,1402
487,675501075957489664,18056,6275
488,675517828909424640,1376,492
489,675522403582218240,1092,307
490,675531475945709568,1243,415
491,675534494439489536,1905,452
492,675706639471788032,679,103
493,675707330206547968,2102,745
494,675710890956750848,1995,899
495,675740360753160193,1224,373
496,675781562965868544,1702,513
497,675798442703122432,10823,3659
498,675820929667219457,1109,247
499,675822767435051008,1607,574
500,675845657354215424,2407,966
501,675853064436391936,2842,1410
502,675870721063669760,1735,611
503,675878199931371520,4415,1526
504,675888385639251968,2515,1037
505,675891555769696257,2248,946
506,675898130735476737,1727,629
507,676089483918516224,1384,463
508,676098748976615425,3187,1561
509,676101918813499392,2962,1250
510,676146341966438401,2026,723
511,676191832485810177,2401,1112
512,676215927814406144,1832,638
513,676219687039057920,79070,33709
514,676237365392908289,1290,321
515,676263575653122048,2186,591
516,676430933382295552,1473,373
517,676440007570247681,1818,727
518,676470639084101634,12330,5074
519,676496375194980353,1597,578
520,676533798876651520,1979,604
521,676575501977128964,2730,1219
522,676582956622721024,1272,304
523,676588346097852417,2469,865
524,676603393314578432,1234,425
525,676606785097199616,1991,478
526,676613908052996102,1151,210
527,676617503762681856,3062,1070
528,676776431406465024,5278,2186
529,676811746707918848,1501,458
530,676819651066732545,1909,721
531,676821958043033607,24474,17015
532,676864501615042560,2229,780
533,676897532954456065,2381,787
534,676936541936185344,13474,5352
535,676942428000112642,2201,831
536,676946864479084545,1802,410
537,676948236477857792,2297,951
538,676949632774234114,1373,428
539,676957860086095872,2336,883
540,676975532580409345,2937,1168
541,677187300187611136,2900,999
542,677228873407442944,3751,1781
543,677269281705472000,2106,766
544,677301033169788928,1320,451
545,677314812125323265,1749,586
546,677328882937298944,3856,1631
547,677331501395156992,1154,257
548,677334615166730240,1437,320
549,677530072887205888,1130,244
550,677547928504967168,7363,3960
551,677557565589463040,2590,1269
552,677565715327688705,1369,499
553,677573743309385728,2272,798
554,677644091929329666,1996,868
555,677662372920729601,2074,1064
556,677673981332312066,3545,1632
557,677687604918272002,2626,918
558,677698403548192770,1299,348
559,677700003327029250,3600,1566
560,677716515794329600,3242,1065
561,677895101218201600,5141,2312
562,677918531514703872,1436,444
563,678021115718029313,14647,6951
564,678255464182861824,1687,406
565,678278586130948096,12230,6641
566,678334497360859136,1383,292
567,678341075375947776,1838,590
568,678380236862578688,2593,987
569,678389028614488064,1989,459
570,678396796259975168,1690,459
571,678399652199309312,61826,30258
572,678410210315247616,4523,1998
573,678424312106393600,5775,2787
574,678446151570427904,4262,1726
575,678643457146150913,2183,468
576,678675843183484930,3069,1633
577,678740035362037760,4000,1870
578,678755239630127104,7624,3635
579,678764513869611008,1741,526
580,678767140346941444,3765,1506
581,678774928607469569,2967,1011
582,678798276842360832,3723,1302
583,678800283649069056,2746,988
584,678969228704284672,1746,506
585,678991772295516161,2485,1282
586,679047485189439488,2410,751
587,679062614270468097,18268,9033
588,679111216690831360,6369,2810
589,679132435750195208,3168,1274
590,679148763231985668,2960,1130
591,679158373988876288,22979,8907
592,679462823135686656,33973,20677
593,679475951516934144,2246,703
594,679503373272485890,3382,1626
595,679511351870550016,3605,1414
596,679527802031484928,2831,801
597,679530280114372609,5085,2274
598,679722016581222400,1770,519
599,679729593985699840,2313,906
600,679736210798047232,2238,882
601,679777920601223168,3293,1231
602,679828447187857408,38776,15383
603,679844490799091713,2535,855
604,679854723806179328,3072,1356
605,679862121895714818,2632,684
606,679877062409191424,2098,706
607,680055455951884288,17870,7820
608,680070545539371008,2744,961
609,680085611152338944,13665,9767
610,680100725817409536,3812,1504
611,680115823365742593,2899,1002
612,680130881361686529,2454,1043
613,680145970311643136,3869,1907
614,680161097740095489,2473,801
615,680176173301628928,4168,1714
616,680191257256136705,2294,560
617,680206703334408192,3035,1289
618,680221482581123072,1556,318
619,680440374763077632,1550,551
620,680473011644985345,2711,821
621,680494726643068929,1831,528
622,680497766108381184,4528,2102
623,680583894916304897,3852,1473
624,680609293079592961,2817,784
625,680798457301471234,3057,1144
626,680801747103793152,2531,906
627,680836378243002368,3686,1465
628,680889648562991104,1889,403
629,680913438424612864,2556,679
630,680934982542561280,2220,484
631,680940246314430465,3449,1165
632,680959110691590145,4872,2182
633,680970795137544192,2595,725
634,681193455364796417,3971,1636
635,681231109724700672,2556,529
636,681242418453299201,1602,600
637,681261549936340994,1556,300
638,681281657291280384,3440,1210
639,681297372102656000,3402,1054
640,681302363064414209,4228,2011
641,681320187870711809,2847,840
642,681339448655802368,9949,4461
643,681523177663676416,15349,6406
644,681579835668455424,3803,1442
645,681610798867845120,2048,518
646,681654059175129088,2832,1022
647,681679526984871937,1879,488
648,681694085539872773,13693,4442
649,681891461017812993,2643,914
650,681981167097122816,2967,1132
651,682003177596559360,3372,1675
652,682032003584274432,7050,2218
653,682047327939461121,3438,1062
654,682059653698686977,5320,1863
655,682242692827447297,3485,1300
656,682259524040966145,4471,1344
657,682303737705140231,3300,1097
658,682389078323662849,1786,511
659,682393905736888321,2385,750
660,682406705142087680,8122,1944
661,682429480204398592,3669,1274
662,682638830361513985,2203,659
663,682662431982772225,3263,1178
664,682697186228989953,1409,393
665,682750546109968385,1629,479
666,682788441537560576,2646,1232
667,682962037429899265,39731,18396
668,683030066213818368,2314,805
669,683078886620553216,2126,617
670,683098815881154561,2320,717
671,683111407806746624,3642,1005
672,683142553609318400,3086,1148
673,683357973142474752,3159,1035
674,683391852557561860,8146,2620
675,683449695444799489,4173,1768
676,683462770029932544,2612,736
677,683481228088049664,2817,1088
678,683498322573824003,3393,1053
679,683742671509258241,6989,3666
680,683773439333797890,3590,1486
681,683828599284170753,2988,1160
682,683834909291606017,2810,1215
683,683849932751646720,2810,1079
684,683852578183077888,2062,385
685,683857920510050305,4062,1225
686,684097758874210310,4405,1576
687,684122891630342144,2133,525
688,684177701129875456,2165,739
689,684188786104872960,3728,1293
690,684195085588783105,2053,571
691,684200372118904832,2328,1134
692,684222868335505415,4121,1522
693,684225744407494656,1329,232
694,684241637099323392,8757,3626
695,684460069371654144,2114,611
696,684481074559381504,4145,1287
697,684538444857667585,2844,1060
698,684567543613382656,3225,1361
699,684594889858887680,9583,3889
700,684800227459624960,2910,1090
701,684880619965411328,2250,911
702,684902183876321280,2006,585
703,684914660081053696,3754,1609
704,684926975086034944,3761,522
705,684940049151070208,3446,1152
706,684959798585110529,7152,3441
707,685169283572338688,4386,1567
708,685198997565345792,2491,736
709,685268753634967552,3328,1333
710,685307451701334016,2213,482
711,685315239903100929,3587,1186
712,685321586178670592,2842,712
713,685325112850124800,10194,4397
714,685532292383666176,3264,1269
715,685547936038666240,35370,17233
716,685641971164143616,3138,853
717,685663452032069632,3478,1606
718,685667379192414208,2506,634
719,685906723014619143,8073,3198
720,685943807276412928,1758,674
721,685973236358713344,2264,590
722,686003207160610816,1951,704
723,686007916130873345,2649,459
724,686034024800862208,3343,1289
725,686050296934563840,2367,810
726,686358356425093120,2355,751
727,686377065986265092,2376,620
728,686386521809772549,3479,974
729,686606069955735556,2022,595
730,686618349602762752,3944,1494
731,686683045143953408,3006,884
732,686730991906516992,4449,1315
733,686749460672679938,3732,1608
734,686947101016735744,9232,3486
735,687096057537363968,2403,671
736,687102708889812993,2508,1091
737,687109925361856513,6221,2715
738,687124485711986689,2318,557
739,687127927494963200,5863,2516
740,687312378585812992,4670,2090
741,687317306314240000,21571,10069
742,687460506001633280,2185,594
743,687476254459715584,2123,592
744,687480748861947905,1714,273
745,687494652870668288,2052,632
746,687664829264453632,2079,564
747,687704180304273409,2616,928
748,687807801670897665,2561,766
749,687818504314159109,2682,1048
750,687826841265172480,2928,1253
751,688064179421470721,1837,394
752,688116655151435777,3023,862
753,688179443353796608,2267,645
754,688211956440801280,2381,919
755,688385280030670848,9979,4887
756,688519176466644993,2470,799
757,688547210804498433,2791,770
758,688789766343622656,2376,728
759,688804835492233216,1024,215
760,688828561667567616,1472,406
761,688894073864884227,2389,769
762,688898160958271489,2253,864
763,688908934925697024,2268,847
764,688916208532455424,2927,959
765,689143371370250240,2179,568
766,689154315265683456,3280,1102
767,689275259254616065,1239,272
768,689280876073582592,2145,788
769,689283819090870273,3527,1212
770,689289219123089408,2411,1014
771,689517482558820352,3633,1567
772,689557536375177216,2206,509
773,689599056876867584,12476,6066
774,689623661272240129,2402,717
775,689659372465688576,11154,4276
776,689661964914655233,3423,1015
777,689835978131935233,2318,824
778,689877686181715968,3233,1303
779,689905486972461056,2596,759
780,689977555533848577,1463,489
781,689999384604450816,1526,413
782,690005060500217858,3918,1852
783,690015576308211712,2686,808
784,690021994562220032,2995,1137
785,690248561355657216,1804,454
786,690360449368465409,2850,977
787,690374419777196032,3483,949
788,690400367696297985,2000,495
789,690597161306841088,2107,659
790,690649993829576704,1399,307
791,690690673629138944,2490,868
792,690728923253055490,2321,570
793,690735892932222976,4043,1405
794,690932576555528194,3529,1117
795,690938899477221376,4435,2188
796,690959652130045952,3830,1382
797,691090071332753408,1827,372
798,691096613310316544,3174,982
799,691321916024623104,2767,723
800,691416866452082688,20764,8396
801,691444869282295808,2841,932
802,691459709405118465,4353,1254
803,691483041324204033,2544,629
804,691675652215414786,2078,559
805,691756958957883396,3098,1122
806,691820333922455552,4227,1803
807,692017291282812928,3075,1050
808,692142790915014657,1758,430
809,692158366030913536,2310,875
810,692187005137076224,2698,901
811,692417313023332352,10054,3808
812,692530551048294401,1979,459
813,692535307825213440,3426,1487
814,692568918515392513,4654,1686
815,692752401762250755,7321,3987
816,692828166163931137,3085,964
817,692894228850999298,2444,884
818,692901601640583168,1919,661
819,692905862751522816,2612,963
820,692919143163629568,2861,816
821,693095443459342336,2011,506
822,693109034023534592,1843,672
823,693155686491000832,8465,3511
824,693231807727280129,3067,805
825,693262851218264065,2395,549
826,693280720173801472,3599,1362
827,693486665285931008,1899,684
828,693590843962331137,5434,2157
829,693622659251335168,1651,406
830,693629975228977152,2631,878
831,693642232151285760,2726,455
832,693647888581312512,2894,650
833,693942351086120961,1850,404
834,694001791655137281,3629,1132
835,694183373896572928,3152,1014
836,694206574471057408,4489,2236
837,694329668942569472,2150,548
838,694352839993344000,2184,679
839,694356675654983680,1615,317
840,694669722378485760,38217,15838
841,694905863685980160,2967,1028
842,695051054296211456,2855,863
843,695064344191721472,1722,659
844,695074328191332352,3046,1208
845,695095422348574720,2825,674
846,695314793360662529,3911,1619
847,695409464418041856,9224,3907
848,695446424020918272,4665,1979
849,695629776980148225,4906,2310
850,695767669421768709,2005,819
851,695794761660297217,3411,852
852,695816827381944320,3211,1281
853,696405997980676096,3446,1247
854,696488710901260288,2726,1131
855,696713835009417216,2546,716
856,696754882863349760,1577,388
857,696877980375769088,2623,781
858,696886256886657024,5181,1958
859,696894894812565505,2520,739
860,696900204696625153,3425,1123
861,697242256848379904,2695,731
862,697255105972801536,3239,1272
863,697259378236399616,3526,1091
864,697270446429966336,5000,2034
865,697463031882764288,3655,1512
866,697482927769255936,2592,741
867,697575480820686848,2190,552
868,697596423848730625,3246,1379
869,697616773278015490,3384,1103
870,697881462549430272,3243,1299
871,697943111201378304,2573,756
872,697990423684476929,3522,1416
873,697995514407682048,1631,364
874,698178924120031232,3014,806
875,698195409219559425,17984,6548
876,698262614669991936,5097,2202
877,698342080612007937,2433,1041
878,698355670425473025,2005,492
879,698549713696649216,2487,679
880,698635131305795584,1375,374
881,698703483621523456,1557,413
882,698710712454139905,2653,752
883,698907974262222848,2725,680
884,698953797952008193,2903,984
885,698989035503689728,3632,1080
886,699036661657767936,2796,1307
887,699072405256409088,3221,1294
888,699079609774645248,2622,717
889,699088579889332224,2394,690
890,699323444782047232,3384,949
891,699370870310113280,2013,482
892,699413908797464576,2208,675
893,699423671849451520,1468,362
894,699434518667751424,2327,559
895,699446877801091073,6356,2860
896,699691744225525762,10988,5027
897,699775878809702401,2096,668
898,699779630832685056,2965,1356
899,699788877217865730,2411,543
900,699801817392291840,3267,1056
901,700002074055016451,3543,1474
902,700029284593901568,2214,636
903,700062718104104960,2826,760
904,700143752053182464,8084,3025
905,700151421916807169,2399,726
906,700167517596164096,2840,817
907,700462010979500032,4446,1971
908,700505138482569216,2441,624
909,700518061187723268,2820,874
910,700747788515020802,24518,10293
911,700796979434098688,2611,1045
912,700847567345688576,2605,545
913,700864154249383937,2780,669
914,700890391244103680,2384,629
915,701214700881756160,13123,5625
916,701545186879471618,2839,664
917,701570477911896070,3012,1023
918,701601587219795968,2237,503
919,701889187134500865,3816,1509
920,701952816642965504,4085,1113
921,701981390485725185,3686,1082
922,702217446468493312,5147,1468
923,702276748847800320,2648,834
924,702321140488925184,3515,1129
925,702539513671897089,3073,1055
926,702598099714314240,11082,3598
927,702671118226825216,2343,613
928,702684942141153280,3442,1177
929,702932127499816960,2777,793
930,703041949650034688,28308,13748
931,703079050210877440,7902,3382
932,703268521220972544,2108,607
933,703356393781329922,2040,422
934,703382836347330562,3755,1250
935,703407252292673536,2638,761
936,703425003149250560,4077,1513
937,703611486317502464,4135,1664
938,703631701117943808,2780,757
939,703769065844768768,3525,1242
940,703774238772166656,1977,510
941,704054845121142784,3131,1001
942,704113298707505153,1990,616
943,704347321748819968,1692,386
944,704364645503647744,8606,3886
945,704480331685040129,3644,1157
946,704499785726889984,3147,1090
947,704761120771465216,7108,3177
948,704819833553219584,2831,1105
949,704847917308362754,5473,1681
950,704859558691414016,2411,600
951,704871453724954624,4553,1218
952,705066031337840642,2328,662
953,705102439679201280,2302,565
954,705223444686888960,2763,881
955,705239209544720384,3210,818
956,705428427625635840,4083,1860
957,705442520700944385,4767,1805
958,705475953783398401,3166,1012
959,705591895322394625,3395,1265
960,705786532653883392,2089,578
961,705898680587526145,2540,620
962,705970349788291072,3366,975
963,705975130514706432,3320,808
964,706166467411222528,5509,1764
965,706265994973601792,2915,1001
966,706291001778950144,1817,511
967,706310011488698368,22934,8752
968,706346369204748288,3681,1004
969,706516534877929472,3311,1127
970,706538006853918722,3699,1539
971,706593038911545345,2308,688
972,706644897839910912,2757,1195
973,706681918348251136,3549,1058
974,706901761596989440,2211,661
975,707014260413456384,2463,647
976,707021089608753152,4343,1501
977,707038192327901184,2352,874
978,707059547140169728,2751,740
979,707297311098011648,2948,877
980,707315916783140866,2634,703
981,707377100785885184,3521,1178
982,707387676719185920,3751,1428
983,707411934438625280,2430,652
984,707420581654872064,2439,763
985,707610948723478529,18132,7022
986,707693576495472641,3660,1095
987,707741517457260545,2659,668
988,707776935007539200,3501,1036
989,707969809498152960,2878,1059
990,707995814724026368,3317,1225
991,708026248782585858,4664,2103
992,708109389455101952,2067,589
993,708119489313951744,2870,1067
